Open,High,Low,Close,Volume,engulfing,rsi,sma_20
69.95999908447266,70.09200286865234,68.0199966430664,68.87000274658203,4744800,0,63.79940032262789,63.78025016784668
69.2300033569336,70.55000305175781,68.80999755859375,69.43000030517578,3899300,0,64.62078301208109,64.31775016784668
69.5,72.98999786376953,68.37999725341797,68.4000015258789,8177600,-100,61.841424774196994,64.80475025177002
70.0,71.94999694824219,69.30000305175781,71.19999694824219,5407600,0,66.10883247363971,65.27675018310546
72.0,73.43900299072266,71.4800033569336,72.29000091552734,5760100,0,67.62663499685371,65.69725017547607
73.2699966430664,74.0,71.76000213623047,73.41000366210938,4046600,0,69.15520831379906,66.31775035858155
74.5,74.76000213623047,73.41000366210938,74.25,3802000,0,70.28830971856122,66.93425045013427
74.79000091552734,78.3499984741211,74.5,77.47000122070312,9176900,0,74.20082527422002,67.6972505569458
78.36000061035156,78.66000366210938,74.5999984741211,75.1449966430664,11165200,0,67.30871126865814,68.37950038909912
73.5,73.5199966430664,68.24299621582031,68.91999816894531,9771000,0,53.09009483738619,68.63050022125245
67.06999969482422,68.5,65.11000061035156,67.91000366210938,7858200,0,51.20026493157654,68.92950038909912
68.98999786376953,69.5999984741211,67.13999938964844,68.38999938964844,5757600,0,52.07341470697282,69.16950035095215
69.12000274658203,70.38999938964844,66.5199966430664,67.05000305175781,7337300,0,49.4152423628002,69.46900043487548
67.76000213623047,73.18499755859375,67.5199966430664,72.83999633789062,9303500,0,59.124558940944816,69.98900032043457
72.80000305175781,72.9800033569336,70.91000366210938,71.87999725341797,5982000,0,57.165356354559236,70.22150001525878
73.0,74.37999725341797,69.86000061035156,70.7699966430664,7450600,0,54.90007850176914,70.51549987792968
71.66999816894531,71.87200164794922,68.19000244140625,69.7699966430664,6396100,0,52.867538417440365,70.76849975585938
70.8499984741211,70.91000366210938,69.01000213623047,70.0,4013600,0,53.29583110539726,70.9879997253418
70.0,70.0,67.55000305175781,68.4800033569336,7090300,0,50.058469284639116,70.8752498626709
68.0,69.95999908447266,66.66000366210938,69.86000061035156,7209100,0,52.85824976114204,70.81674995422364
72.0,74.80000305175781,71.41000366210938,74.2300033569336,11287500,0,60.424441679883586,71.08474998474121
75.06999969482422,78.96700286865234,74.43000030517578,78.58000183105469,9944000,0,66.23400261251305,71.54225006103516
78.58000183105469,79.94000244140625,76.5,77.11000061035156,7697400,0,62.875020622490894,71.97775001525879
77.0,77.58999633789062,75.45999908447266,76.3499984741211,4052500,0,61.14841295475013,72.23525009155273
77.19999694824219,77.66999816894531,74.80000305175781,75.73999786376953,6972200,0,59.73062040358465,72.40774993896484
76.48999786376953,79.6500015258789,73.26000213623047,73.91000366210938,8817100,0,55.568092865268106,72.43274993896485
73.13999938964844,73.88999938964844,70.80000305175781,71.16999816894531,7077100,0,49.95473004670058,72.27874984741212
72.0,72.94999694824219,71.19999694824219,72.93000030517578,4318100,0,53.22341158904218,72.05174980163574
73.49800109863281,74.1500015258789,70.8499984741211,71.97000122070312,4056600,-100,51.25686638608883,71.89300003051758
70.66000366210938,72.54000091552734,69.62000274658203,70.66999816894531,5087300,0,48.63615786847838,71.98050003051758
71.87000274658203,72.55000305175781,69.31999969482422,70.5199966430664,3476100,-100,48.329106229118324,72.11099967956542
71.0999984741211,71.94999694824219,70.0,71.0,4280100,0,49.42933775010558,72.241499710083
71.98999786376953,74.27999877929688,71.5999984741211,73.2699966430664,7258100,0,54.37687181055958,72.55249938964843
75.0,75.44999694824219,71.80000305175781,72.9800033569336,6899500,0,53.65469212037789,72.55949974060059
73.06999969482422,77.70999908447266,72.25,77.01000213623047,22802800,0,61.3390152267278,72.81599998474121
94.41000366210938,126.58499908447266,94.0,113.88999938964844,106505700,0,85.32271590274452,74.97200012207031
105.98999786376953,117.81999969482422,102.08999633789062,115.20999908447266,48096500,0,85.66547903394748,77.24400024414062
120.16000366210938,164.0,118.69000244140625,148.97000122070312,111349700,0,91.27658328723862,81.19250030517578
128.1199951171875,137.5,117.0,119.9800033569336,68563900,0,67.01711478662084,83.76750030517579
133.80999755859375,134.83999633789062,121.0199966430664,126.4000015258789,42519600,0,68.983148759309,86.59450035095215
131.0,135.0,123.51000213623047,133.67999267578125,34996600,0,71.08772774695534,89.56699981689454
129.5,135.97999572753906,123.05000305175781,128.33999633789062,26070600,0,67.47128735912332,92.05499954223633
123.77999877929688,123.80000305175781,115.48999786376953,121.7699966430664,21117300,0,63.21054488378412,94.28799934387207
117.76000213623047,125.5,116.80999755859375,123.38999938964844,22418100,0,63.81728474564839,96.63999938964844
132.8699951171875,138.5,128.50999450683594,128.52999877929688,29492400,0,65.74749034068566,99.27949943542481
129.09500122070312,136.0,128.86000061035156,133.33999633789062,20317000,0,67.49499798767204,102.25099906921386
139.0,149.9199981689453,138.1750030517578,146.1999969482422,26547900,0,71.65826225541329,106.00249900817872
144.90499877929688,147.3300018310547,137.0,137.9499969482422,17481300,0,65.83288184096374,109.25349884033203
136.14999389648438,136.2899932861328,131.30999755859375,133.86000061035156,9682600,0,63.094444584083185,112.34799880981446
136.27999877929688,141.22000122070312,135.4499969482422,141.0399932861328,10300000,0,65.78511657626092,115.86649856567382
141.47999572753906,144.97999572753906,139.0399932861328,141.6199951171875,9805300,0,66.00075607739235,119.42149848937989
145.38999938964844,148.47999572753906,137.75,138.00999450683594,14295000,-100,63.325564326381524,122.77199821472168
135.5,136.3699951171875,130.0,134.07000732421875,9116000,0,60.445879715199034,125.8119987487793
138.08999633789062,139.33700561523438,133.26300048828125,136.99000549316406,9063300,0,61.831189605600926,129.01249885559082
140.0,146.5399932861328,138.80999755859375,140.85000610351562,14306200,0,63.643874344254236,132.2044990539551
139.69000244140625,142.89999389648438,131.1999969482422,131.47999572753906,14059600,0,56.61504653361116,133.0839988708496
126.5999984741211,130.74200439453125,124.12000274658203,126.73999786376953,10174800,0,53.40207285938023,133.66049880981444
125.0,129.99000549316406,121.37999725341797,129.5,18220600,0,55.00336756019642,132.6869987487793
129.0,132.6999969482422,125.80000305175781,131.27000427246094,9097600,0,56.04651938057034,133.25149879455566
130.1300048828125,136.2899932861328,127.58999633789062,130.9600067138672,10070900,0,55.802519307366694,133.47949905395507
128.7100067138672,134.1999969482422,126.12000274658203,126.97000122070312,8866200,0,52.62675816111546,133.14399948120118
128.1699981689453,132.8000030517578,127.7300033569336,129.75,6216300,0,54.566851625855286,133.21449966430663
125.5,127.0999984741211,121.5199966430664,124.58999633789062,8135400,0,50.43792779674045,133.35549964904786
126.52999877929688,131.97999572753906,125.2300033569336,131.3300018310547,6861500,0,55.205800762257,133.75249977111815
134.6999969482422,137.0,132.01400756835938,133.60000610351562,7568800,0,56.71606541857464,134.0060001373291
133.80999755859375,136.10000610351562,132.5,134.14999389648438,6991400,0,57.093520453802995,134.0465000152588
137.15499877929688,143.75,137.14999389648438,138.30999755859375,12928900,0,59.93918447648758,133.65200004577636
141.10000610351562,145.0,126.91000366210938,127.95999908447266,21244500,-100,50.89504060755714,133.1525001525879
130.0,130.86000061035156,122.83000183105469,125.62000274658203,11317900,0,49.09151367917574,132.74050025939943
125.68000030517578,128.32000732421875,124.16000366210938,124.98999786376953,7385800,0,48.59225270462632,131.93800048828126
126.36000061035156,128.72999572753906,124.64099884033203,126.91000366210938,5011900,0,50.252733019927675,131.20250091552734
125.19999694824219,125.62999725341797,121.12000274658203,124.27999877929688,5042800,0,47.96719636319177,130.5160011291504
123.0,125.9800033569336,122.62000274658203,125.30999755859375,3876000,100,48.94650331224932,130.07800064086913
126.5,127.9800033569336,121.81999969482422,122.01000213623047,5477300,-100,45.96180786756277,129.32900047302246
122.5999984741211,125.72000122070312,120.0199966430664,124.81999969482422,4528900,0,48.82352066112695,128.5275001525879
124.81999969482422,130.5,123.38999938964844,129.25,6943900,0,53.04522214480845,128.41600036621094
133.50999450683594,135.41000366210938,124.5,126.80999755859375,12997200,0,50.57072213970765,128.41950035095215
124.98999786376953,127.5999984741211,123.8949966430664,125.18000030517578,4974500,0,48.928673843587895,128.20350036621093
126.0,131.1999969482422,125.51000213623047,131.1300048828125,6139100,0,54.709725319203564,128.1965003967285
128.99000549316406,130.33900451660156,125.37000274658203,126.33000183105469,4900000,0,49.81119747872388,127.96500015258789
126.19999694824219,126.87000274658203,120.94999694824219,122.31999969482422,5003300,0,46.097819138666694,127.73250007629395
122.0,124.23999786376953,120.91000366210938,122.22000122070312,4071500,0,46.005713241320414,127.3560001373291
121.87000274658203,122.68199920654297,107.01000213623047,107.55999755859375,19639200,0,34.97332819761122,126.50450019836425
106.31999969482422,107.2959976196289,102.58000183105469,104.91999816894531,11961200,0,33.419127221449294,125.18400001525879
100.0,103.01000213623047,85.61000061035156,87.19000244140625,29269900,0,25.290501273444814,122.86349983215332
89.94000244140625,94.31500244140625,89.05999755859375,93.11000061035156,15199500,0,31.299213047724283,120.81150016784667
97.31999969482422,98.37000274658203,95.05000305175781,96.04000091552734,11212400,0,34.12323825629223,118.69800033569337
102.0,103.75,97.23999786376953,99.87999725341797,11697800,0,37.735625616678334,117.29400024414062
96.05000305175781,99.66999816894531,95.5,97.93000030517578,6140800,0,36.63695073240567,115.90950012207031
101.4000015258789,102.30000305175781,98.22000122070312,101.94999694824219,5651700,0,40.484000591995695,114.75750007629395
102.19999694824219,103.4000015258789,99.05000305175781,103.23999786376953,4009200,0,41.70708527848247,113.57399978637696
103.0199966430664,105.19400024414062,100.8499984741211,101.20999908447266,3783700,0,40.30344628958358,112.42049980163574
99.9800033569336,100.5999984741211,95.23999786376953,95.29000091552734,6090500,0,36.45076800297518,110.91949996948242
98.98999786376953,100.30000305175781,96.12999725341797,98.0,4117400,0,39.31075809978991,109.7189998626709
101.62000274658203,104.36000061035156,100.4489974975586,101.69999694824219,5780200,0,43.07741239344568,108.5629997253418
103.81999969482422,107.91999816894531,103.59500122070312,106.9800033569336,7489200,0,48.03398248695389,107.44949989318847
109.30000305175781,109.69000244140625,106.54000091552734,107.80000305175781,8187300,0,48.77991720092976,106.49900016784667
107.80000305175781,109.94000244140625,104.6500015258789,106.06999969482422,15211300,0,47.239272404005966,105.5435001373291
99.2699966430664,106.9000015258789,97.76000213623047,103.58999633789062,29441200,0,45.043035815576474,104.166499710083
106.19999694824219,110.37200164794922,106.19999694824219,108.83999633789062,15281000,0,50.309739823263385,103.2919994354248
114.0,117.58000183105469,110.86000061035156,117.2300033569336,16402500,0,57.34491189922696,103.03749961853028
115.81999969482422,117.41000366210938,114.3499984741211,116.6500015258789,8046100,0,56.74678076826522,102.75899963378906
118.4000015258789,118.5,112.51599884033203,113.66999816894531,9544300,-100,53.650452631640945,103.06449966430664
115.69000244140625,116.875,113.88999938964844,114.2699966430664,6446300,0,54.19240524486537,103.5319995880127
115.5999984741211,115.68000030517578,109.61000061035156,110.3499984741211,7523300,0,50.07295343297057,104.68999938964843
111.0,111.33000183105469,108.69000244140625,110.45999908447266,5260800,0,50.18738195329422,105.5574993133545
110.0,115.77899932861328,109.5,114.7699966430664,10468800,100,54.57989585164241,106.49399909973144
115.01000213623047,117.36100006103516,111.6500015258789,112.43000030517578,8406900,0,51.90383455356502,107.12149925231934
117.0,117.33000183105469,110.37999725341797,112.52999877929688,8450600,0,52.012116941640855,107.85149917602538
112.7699966430664,115.55999755859375,111.5999984741211,114.63999938964844,4727500,0,54.34764172634733,108.4859992980957
115.45500183105469,125.9800033569336,115.31999969482422,124.94000244140625,16202700,0,63.64835767610869,109.57099952697754
123.69999694824219,123.69999694824219,119.05000305175781,120.6500015258789,8166800,0,58.31907782015408,110.54299964904786
121.80000305175781,123.5,117.7699966430664,120.7300033569336,6809700,0,58.389048516668126,111.81499977111817
