Ticker,Price,Number of Shares to Buy,Price-to-Earnings Ratio,PE Percentile,Price-to-Book Ratio,PB Percentile,Price-to-Sales Ratio,PS Percentile,EV/EBITDA,EV/EBITDA Percentile,EV/GP,EV/GP Percentile,RV Score,composite_score
DFS,125.86,N/A,11.18,N/A,2.29,N/A,1.53,N/A,7.361366429271708,N/A,2.161783231628736,N/A,N/A,0.008535984594025707
WFC,57.4,N/A,11.88,N/A,1.22,N/A,1.76,N/A,7.282015042462465,N/A,1.8484386515494675,N/A,N/A,0.008527027632227149
NUE,200.97,N/A,11.16,N/A,2.3,N/A,1.39,N/A,6.468402759652645,N/A,6.134855620154295,N/A,N/A,0.008527027632227149
VICI,29.32,N/A,11.87,N/A,1.21,N/A,8.47,N/A,14.222782639879227,N/A,13.579411150063091,N/A,N/A,0.008515831429978951
CF,85.11,N/A,10.81,N/A,2.79,N/A,2.41,N/A,5.426176598331729,N/A,6.645733774852652,N/A,N/A,0.008511352949079672
PSX,170.75,N/A,11.05,N/A,2.39,N/A,0.4956,N/A,7.258189771223725,N/A,4.6128007690156885,N/A,N/A,0.008493439025482557
COF,143.52,N/A,12.01,N/A,0.9398,N/A,1.1,N/A,8.91037379973886,N/A,1.3977638453325822,N/A,N/A,0.008488870974965292
MRO,29.69,N/A,11.6,N/A,1.51,N/A,2.65,N/A,5.056879697589814,N/A,3.986405612116867,N/A,N/A,0.008468807380536523
AFL,85.42,N/A,10.98,N/A,2.24,N/A,2.71,N/A,8.086765507732807,N/A,2.713895464413892,N/A,N/A,0.008379237762550944
CVS,74.58,N/A,11.53,N/A,1.23,N/A,0.2623,N/A,7.593470480516741,N/A,1.0236864873185574,N/A,N/A,0.008296385865914281
CMCSA,40.9,N/A,11.02,N/A,1.96,N/A,1.33,N/A,6.580407155106926,N/A,2.080558765406508,N/A,N/A,0.008280711182766805
EOG,135.94,N/A,10.46,N/A,2.78,N/A,3.25,N/A,5.810484151935166,N/A,3.1844183412062597,N/A,N/A,0.008271754220968248
GL,108.45,N/A,10.77,N/A,2.27,N/A,1.85,N/A,6.458561730068219,N/A,1.849794099951589,N/A,N/A,0.008251601056921493
LOW,239.32,N/A,18.13,N/A,-9.1,N/A,1.59,N/A,12.929646906358295,N/A,5.950219561607267,N/A,N/A,0.008103811187245284
FITB,35.3,N/A,10.96,N/A,1.41,N/A,1.9,N/A,7.977938824150446,N/A,1.9941557460003299,N/A,N/A,0.007994088405212952
STLD,147.27,N/A,10.06,N/A,2.62,N/A,1.24,N/A,7.600668708278118,N/A,5.983828595389436,N/A,N/A,0.007931389672623048
HBAN,13.6,N/A,10.97,N/A,1.16,N/A,1.82,N/A,8.013002844372206,N/A,1.8897939626257787,N/A,N/A,0.007888844104079897
CHTR,267.49,N/A,8.92,N/A,3.89,N/A,0.79,N/A,6.612989691868692,N/A,2.5675940345926347,N/A,N/A,0.007734336513054772
PHM,116.35,N/A,9.93,N/A,2.36,N/A,1.53,N/A,7.2416362808392085,N/A,5.23450058110154,N/A,N/A,0.007727618791705853
CINF,121.52,N/A,10.42,N/A,1.57,N/A,1.9,N/A,7.997040614321608,N/A,1.907213920603216,N/A,N/A,0.007702987146759819
MPC,219.13,N/A,9.27,N/A,3.24,N/A,0.5287,N/A,5.454410769313792,N/A,4.6203179281589835,N/A,N/A,0.0076783555018137845
CFG,33.98,N/A,10.86,N/A,0.6977,N/A,1.28,N/A,6.211091488835725,N/A,1.3545580394782608,N/A,N/A,0.007607908997268127
DVN,53.27,N/A,9.12,N/A,2.8,N/A,2.22,N/A,5.277659431939979,N/A,2.5817571110237254,N/A,N/A,0.007380536522011733
AAL,13.76,N/A,12.07,N/A,-1.73,N/A,0.1707,N/A,5.7790698178757784,N/A,0.6504026253694022,N/A,N/A,0.007333512472569304
CE,162.62,N/A,9.07,N/A,2.56,N/A,1.66,N/A,20.23008049730458,N/A,11.533399714944295,N/A,N/A,0.007239464373684447
ADM,63.46,N/A,9.87,N/A,1.34,N/A,0.3444,N/A,6.944066922357508,N/A,5.237858012644749,N/A,N/A,0.007230507411885888
ETR,104.23,N/A,9.39,N/A,1.52,N/A,1.83,N/A,10.777395022967793,N/A,5.796183784732882,N/A,N/A,0.006988669443324825
RF,20.15,N/A,9.55,N/A,1.17,N/A,2.02,N/A,6.496530023508772,N/A,2.152919833372093,N/A,N/A,0.0069394061534327565
ALB,123.45,N/A,9.24,N/A,1.54,N/A,1.51,N/A,7.215954101829946,N/A,14.99717494849942,N/A,N/A,0.006896860584889605
MOS,32.95,N/A,9.41,N/A,0.8624,N/A,0.7739,N/A,5.9399111941500635,N/A,6.338663940559124,N/A,N/A,0.006707599982086077
BAX,42.62,N/A,8.12,N/A,2.58,N/A,1.46,N/A,19.844680224615384,N/A,6.481930726633166,N/A,N/A,0.006610237807335752
T,17.42,N/A,8.89,N/A,1.21,N/A,1.02,N/A,5.658019798851594,N/A,3.52964028832031,N/A,N/A,0.006513950468001254
PM,89.48,N/A,17.82,N/A,-12.39,N/A,3.95,N/A,13.352949027729384,N/A,8.255923244288857,N/A,N/A,0.006422141609566035
ACGL,94.9,N/A,8.17,N/A,2.03,N/A,2.61,N/A,9.716511381277293,N/A,2.6112144419099312,N/A,N/A,0.006397509964620001
EQT,36.48,N/A,8.69,N/A,1.09,N/A,2.33,N/A,5.115938312543952,N/A,3.1525771759216306,N/A,N/A,0.006325854270231537
MTB,138.71,N/A,8.79,N/A,0.9265,N/A,1.81,N/A,6.278727707416463,N/A,1.9096089144013881,N/A,N/A,0.00631980832101751
BG,106.86,N/A,8.28,N/A,1.5,N/A,0.2502,N/A,5.6578658052190125,N/A,4.1307938369244726,N/A,N/A,0.006234045411796318
CMA,52.64,N/A,8.2,N/A,1.16,N/A,1.32,N/A,5.665520772542648,N/A,1.3396573321167884,N/A,N/A,0.006028035290429485
VLO,183.39,N/A,7.35,N/A,2.29,N/A,0.4174,N/A,4.568897127412597,N/A,3.0683414031089993,N/A,N/A,0.00596309731738994
SYF,41.28,N/A,7.95,N/A,1.28,N/A,0.7508,N/A,4.995390806365259,N/A,1.0238054066691051,N/A,N/A,0.005913834027497872
APTV,74.73,N/A,7.27,N/A,1.76,N/A,1.02,N/A,14.642180115610328,N/A,7.25509593399244,N/A,N/A,0.005671996058936809
DAL,46.06,N/A,6.42,N/A,2.67,N/A,0.5105,N/A,5.250687207999083,N/A,0.7893036207449008,N/A,N/A,0.005508531506113127
EMR,114.54,N/A,5.96,N/A,3.16,N/A,4.11,N/A,24.102187845303867,N/A,9.602800984073546,N/A,N/A,0.005418961888127547
BBWI,45.49,N/A,11.88,N/A,-6.29,N/A,1.38,N/A,8.709486787001287,N/A,4.182491491656366,N/A,N/A,0.005163688476868647
EG,379.86,N/A,6.23,N/A,1.25,N/A,1.13,N/A,7.646832631090487,N/A,1.1296993432508398,N/A,N/A,0.004744950512786063
FMC,58.74,N/A,5.59,N/A,1.66,N/A,1.63,N/A,11.538469139886578,N/A,6.00050809120699,N/A,N/A,0.004498634063325719
APA,35.74,N/A,3.87,N/A,4.06,N/A,1.3,N/A,3.097680761746929,N/A,1.9149095609256357,N/A,N/A,0.004418021407138699
GM,44.23,N/A,6.04,N/A,0.7943,N/A,0.2971,N/A,1.8927159735991876,N/A,1.343982180256948,N/A,N/A,0.00441322943257647
UAL,43.19,N/A,5.47,N/A,1.52,N/A,0.2637,N/A,3.718227276209935,N/A,0.5420525680883147,N/A,N/A,0.004355322674548793
ORLY,1117.56,N/A,29.05,N/A,-37.93,N/A,4.17,N/A,19.818799838517542,N/A,8.791977576136027,N/A,N/A,0.0025281024676429772
MCK,538.75,N/A,24.37,N/A,-34.48,N/A,0.2348,N/A,16.535018610668438,N/A,6.069153796652856,N/A,N/A,0.0009292847866003828
BRK.B,418.62,N/A,0.01,N/A,1.61,N/A,2.44,N/A,14.659008481599335,N/A,5.675366834263049,N/A,N/A,0.0007277531461328319
BKNG,3601.9,N/A,30.68,N/A,-44.85,N/A,5.76,N/A,19.637708409678435,N/A,5.831107987409315,N/A,N/A,0.0005239822652156369
MMM,91.03,N/A,-7.21,N/A,10.48,N/A,1.54,N/A,-8.448313343344042,N/A,4.258059365319628,N/A,N/A,-0.00015002911012584452
HAS,56.42,N/A,-5.26,N/A,7.37,N/A,1.57,N/A,14.863839764966128,N/A,3.260551148515452,N/A,N/A,-0.0002328810067625058
MSCI,542.39,N/A,37.69,N/A,-58.09,N/A,16.99,N/A,30.930690164843586,N/A,22.578505609797443,N/A,N/A,-0.0006964037798378869
WBA,19.13,N/A,-2.73,N/A,1.22,N/A,0.1141,N/A,36.050864233618235,N/A,0.941717150107911,N/A,N/A,-0.0012875632585427023
HPQ,29.11,N/A,8.59,N/A,-17.41,N/A,0.5379,N/A,7.807581956125109,N/A,3.1022790477259,N/A,N/A,-0.002026512606923732
MCD,266.69,N/A,23.07,N/A,-40.91,N/A,7.55,N/A,18.48411335160975,N/A,8.978901114196841,N/A,N/A,-0.0028236822069953853
MO,41.65,N/A,9.11,N/A,-20.21,N/A,2.92,N/A,7.800210625103631,N/A,5.151171122912674,N/A,N/A,-0.0029311657485780835
FIS,72.44,N/A,-6.43,N/A,2.19,N/A,4.25,N/A,14.194401390364277,N/A,16.43013545048966,N/A,N/A,-0.0033387075104124673
CTLT,56.75,N/A,-7.9,N/A,2.78,N/A,2.5,N/A,99.55538447682119,N/A,20.45287490612245,N/A,N/A,-0.004061982175646021
WBD,8.32,N/A,-6.5,N/A,0.4488,N/A,0.4912,N/A,8.47826423608959,N/A,3.5836378572194105,N/A,N/A,-0.004165524654037351
MRNA,102.88,N/A,-8.34,N/A,2.84,N/A,5.75,N/A,-8.668229542012162,N/A,14.55297191786543,N/A,N/A,-0.004330691029602759
WRK,48.9,N/A,-7.29,N/A,1.24,N/A,0.6269,N/A,7.500704785311552,N/A,5.799991615661943,N/A,N/A,-0.004341887231850957
IFF,83.34,N/A,-8.29,N/A,1.46,N/A,1.85,N/A,24.361114634340222,N/A,8.325531706058136,N/A,N/A,-0.004915132786958662
WDC,73.11,N/A,-10.14,N/A,2.18,N/A,2.12,N/A,-28.86952034660194,N/A,30.68689985242518,N/A,N/A,-0.005835460611760491
NEM,39.65,N/A,-13.35,N/A,1.57,N/A,3.87,N/A,18.10316189058701,N/A,10.193429118521417,N/A,N/A,-0.008265036499619328
PARA,11.97,N/A,-12.84,N/A,0.3672,N/A,0.279,N/A,10.056467816748768,N/A,0.6884739534601376,N/A,N/A,-0.008461104393389762
BIO,324.59,N/A,-14.88,N/A,1.09,N/A,3.56,N/A,17.178332062105333,N/A,6.382780389727432,N/A,N/A,-0.009507814949169241
ILMN,127.75,N/A,-17.38,N/A,3.54,N/A,4.52,N/A,-670.3185623870968,N/A,7.08002570153322,N/A,N/A,-0.010090017466075506
WYNN,107.46,N/A,16.61,N/A,-47.91,N/A,1.84,N/A,12.36667228260635,N/A,7.0943668272675895,N/A,N/A,-0.010298266827891981
HCA,328.8,N/A,17.34,N/A,-49.02,N/A,1.34,N/A,9.871194346063177,N/A,1.9335799046915405,N/A,N/A,-0.0103049845492409
TTWO,151.04,N/A,-17.62,N/A,3.03,N/A,4.77,N/A,-22.32001559987211,N/A,13.991668261849885,N/A,N/A,-0.010479645304312779
MHK,122.36,N/A,-17.73,N/A,1.02,N/A,0.7,N/A,8.07818068727807,N/A,3.6379228771812766,N/A,N/A,-0.011453714899905954
IVZ,16.65,N/A,-22.76,N/A,0.7064,N/A,1.31,N/A,14.96632207083632,N/A,2.557658671716465,N/A,N/A,-0.014973173899413321
TSN,59.05,N/A,-23.81,N/A,0.9316,N/A,0.3194,N/A,16.101563196279667,N/A,10.097480701126308,N/A,N/A,-0.015577679251197993
DLTR,130.71,N/A,-28.73,N/A,3.9,N/A,0.931,N/A,-765.5382422303921,N/A,3.347045616386978,N/A,N/A,-0.0175534058847239
FTNT,70.91,N/A,48.57,N/A,-116.76,N/A,10.2,N/A,39.00912995258908,N/A,12.945821743288425,N/A,N/A,-0.019662770388284304
STX,89.99,N/A,-25.64,N/A,-10.39,N/A,2.91,N/A,66.48703222128852,N/A,20.93110273633157,N/A,N/A,-0.02187737919297774
MU,123.58,N/A,-36.13,N/A,3.12,N/A,7.47,N/A,39.731841435307324,N/A,-2399.3991700677966,N/A,N/A,-0.02287384119306731
TFC,38.09,N/A,-34.94,N/A,0.9696,N/A,1.53,N/A,7.293338283787661,N/A,1.632609687445804,N/A,N/A,-0.023037484885126965
SWK,95.41,N/A,-46.09,N/A,1.62,N/A,0.9299,N/A,22.602095149434998,N/A,5.454248043273274,N/A,N/A,-0.030236463791481934
ES,58.51,N/A,-46.44,N/A,1.45,N/A,1.72,N/A,14.617145279855679,N/A,7.003602187716538,N/A,N/A,-0.030547718213981813
MAR,253.93,N/A,24.94,N/A,-107.59,N/A,3.09,N/A,20.600054110383308,N/A,3.5808806579935055,N/A,N/A,-0.031429978951139775
QRVO,115.09,N/A,-53.78,N/A,3.05,N/A,3.21,N/A,61.54171738642737,N/A,9.882635825707904,N/A,N/A,-0.034761968740203326
BA,183.14,N/A,-49.9,N/A,-6.48,N/A,1.44,N/A,142.40784754230768,N/A,19.1745418751942,N/A,N/A,-0.03642348515383582
NRG,72.77,N/A,-64.97,N/A,6.93,N/A,0.5421,N/A,274.8747315106383,N/A,12.628653353861193,N/A,N/A,-0.040541448340722826
MAS,76.9,N/A,19.13,N/A,-134.62,N/A,2.13,N/A,12.755215183322303,N/A,6.795885099435825,N/A,N/A,-0.04743830892561243
MTD,1300.84,N/A,36.24,N/A,-185.56,N/A,7.34,N/A,25.899323962406328,N/A,13.310808024946393,N/A,N/A,-0.05875766939854002
SJM,117.22,N/A,-120.18,N/A,1.65,N/A,1.52,N/A,13.362950801173694,N/A,6.995858397395224,N/A,N/A,-0.07999462582292087
ALL,172.82,N/A,-144.02,N/A,2.88,N/A,0.7963,N/A,6.113125004706199,N/A,0.7962887634427436,N/A,N/A,-0.09545882036813114
MTCH,33.71,N/A,14.28,N/A,-462.18,N/A,2.69,N/A,11.69902616924225,N/A,4.981675189276869,N/A,N/A,-0.19739352411661967
VTR,43.09,N/A,-426.63,N/A,1.83,N/A,3.87,N/A,13.80272208670035,N/A,3.8708611476163934,N/A,N/A,-0.28577858390433963
LYV,103.52,N/A,75.56,N/A,-1393.31,N/A,1.05,N/A,15.511436936643094,N/A,4.444513223886061,N/A,N/A,-0.5732321196650098
AON,318.99,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,N/A,
FRT,99.69,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,N/A,
GEV,122.7,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,N/A,
J,147.92,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,N/A,
PSA,282.57,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,N/A,
SOLV,70.06,N/A,,N/A,,N/A,,N/A,,N/A,,N/A,N/A,
