Ticker,Price,Number of Shares to Buy,Price-to-Earnings Ratio,PE Percentile,Price-to-Book Ratio,PB Percentile,Price-to-Sales Ratio,PS Percentile,EV/EBITDA,EV/EBITDA Percentile,EV/GP,EV/GP Percentile,RV Score,composite_score
PODD,165.0,,58.93,,15.75,,6.8,,41.8351962090164,,10.56069096473834,,,0.04664113932554078
COO,98.6,,67.53,,2.55,,5.35,,30.59649043897069,,9.175664246450976,,,0.04650678489856241
NWS,26.46,,66.78,,1.81,,1.49,,11.51020220057102,,1.618243179427998,,,0.04567154821084689
BSX,68.56,,64.07,,5.22,,7.06,,33.53500036579353,,10.997582232137445,,,0.04537820771194411
NCLH,18.89,,48.59,,26.73,,0.9404,,12.473378276483936,,3.1560098560308787,,,0.044612387478167405
NWSA,25.66,,64.77,,1.81,,1.49,,11.51020220057102,,1.618243179427998,,,0.044321286219714276
ROL,45.37,,51.13,,19.02,,7.15,,32.50677585755928,,13.951740243743478,,,0.04286577992744861
ANSS,341.87,,59.66,,5.52,,13.11,,40.626062931293234,,14.25355562762996,,,0.04255004702404944
EFX,256.15,,58.22,,7.02,,6.04,,24.16226456099456,,12.735470252892393,,,0.042254467284697034
NFLX,636.18,,52.88,,13.65,,8.33,,13.41181573443885,,20.59308861352738,,,0.04163643692059654
COR,243.22,,26.49,,53.22,,0.1787,,13.047934529229671,,5.432285086473773,,,0.041629719199247614
CMI,300.67,,58.38,,4.65,,1.21,,11.47510998345214,,5.464205602497272,,,0.04130055085315062
BDX,246.17,,58.61,,2.81,,3.65,,19.731026218757165,,10.670511574900791,,,0.0406310179587084
CTAS,673.69,,48.85,,17.1,,7.43,,30.2723564808192,,16.09006162719863,,,0.040474271127233646
MCO,392.47,,44.91,,21.59,,12.11,,29.21780389908257,,12.919840263691684,,,0.039838326839536024
ALGN,317.58,,54.66,,6.57,,6.18,,28.632357273279062,,8.452155960977707,,,0.03966142684401451
AJG,243.99,,54.1,,4.94,,5.29,,23.579487718801182,,5.2883472639720415,,,0.038555242061892606
AES,18.08,,51.7,,7.79,,1.01,,11.3328589632287,,15.139142664536742,,,0.03821935599444669
COST,713.72,,46.71,,15.25,,1.27,,29.31951133545548,,10.155388026526577,,,0.038208159792198486
PWR,263.2,,52.64,,6.12,,1.84,,28.99045102693392,,14.05120193382148,,,0.03810291549106543
WST,394.03,,50.0,,10.01,,9.78,,32.69713677991651,,24.9716708811548,,,0.03807156612477048
CTVA,56.85,,55.19,,1.59,,2.31,,14.08432104067071,,5.403552132083219,,,0.037787182587666265
AVGO,1339.43,,50.26,,8.83,,15.97,,34.81049806695135,,23.732620783800645,,,0.03771776613372744
ADBE,485.12,,46.29,,14.06,,10.9,,29.99702479338843,,12.195259681093392,,,0.03739307626852972
KMB,126.31,,24.24,,46.51,,2.08,,12.30016270522388,,7.0316629799488055,,,0.03711317121232478
SPGI,431.59,,52.44,,4.04,,11.06,,28.351357270590483,,17.755224102082337,,,0.037037037037037035
KLAC,682.84,,34.68,,30.34,,9.55,,24.038853800065915,,16.418852901334805,,,0.03688476868646155
PANW,269.01,,41.58,,19.95,,11.55,,92.10047577948,,15.31565528624482,,,0.036866854762864436
ZBRA,290.38,,50.77,,4.92,,3.26,,24.684782368650215,,8.011217641073952,,,0.03630928389090421
ANET,297.6,,45.23,,12.89,,15.88,,37.52236993114148,,24.24930602644809,,,0.03615701554032872
ECL,227.75,,47.55,,8.09,,4.25,,23.90868853565884,,11.739700063906056,,,0.03556585606162389
IR,94.81,,49.9,,3.91,,5.56,,24.46589980615098,,13.662433466796198,,,0.035272515562721124
BXP,61.35,,50.7,,1.64,,2.94,,14.994601801044777,,7.446125199438289,,,0.03479331810649828
TECH,66.99,,48.19,,5.36,,9.2,,29.027714055455004,,14.104973964336915,,,0.03477316494245152
TRMB,61.45,,49.16,,3.35,,3.97,,24.40701860642352,,7.345597899651853,,,0.034524609252541534
SHW,331.85,,35.88,,22.73,,3.66,,22.20289328751919,,8.739289616753888,,,0.03428277128398048
DLR,142.6,,48.5,,2.42,,8.13,,26.14224326094982,,11.015665898919147,,,0.033664740919879976
AAPL,169.58,,26.41,,35.34,,6.79,,20.3950086464426,,15.2793165236568,,,0.033568453580545485
GLW,32.54,,48.11,,2.41,,2.21,,33.18198554743083,,8.542398721444926,,,0.03339827130637288
CCL,15.12,,47.38,,2.54,,0.752,,9.46429738967527,,2.0147332237337707,,,0.03296609789959246
XYL,128.27,,45.97,,3.06,,4.22,,27.79850225171821,,11.909258969819652,,,0.032251780196157466
IP,38.66,,46.86,,1.61,,0.7098,,9.196358130914104,,3.78673570096463,,,0.032200277665815756
LRCX,968.58,,37.47,,15.44,,8.87,,28.79825115781584,,19.207886247158832,,,0.03208607640288414
SYK,351.02,,42.55,,7.18,,6.52,,31.59976210680467,,10.98901207895543,,,0.031799453625330286
MSFT,425.52,,38.47,,13.27,,13.89,,26.77451054146441,,19.875901497237532,,,0.03178601818263245
RTX,101.69,,45.6,,2.26,,1.96,,22.437103337887063,,14.26516471627099,,,0.03164494603430516
ENPH,112.27,,36.69,,15.52,,6.66,,27.72845495987003,,14.046020687120413,,,0.031597921984862734
FAST,76.63,,37.94,,13.09,,5.97,,25.7261993059789,,13.083588020867492,,,0.031349366294952746
EW,92.7,,40.3,,8.39,,9.29,,29.2348912580094,,11.838076615783784,,,0.030829862510636394
ETN,330.51,,41.21,,6.94,,5.69,,28.829504261068383,,16.445191486838986,,,0.030791795422992523
LH,211.26,,44.29,,2.26,,1.46,,16.671734196408615,,6.649568921810455,,,0.030764924537596848
WM,206.93,,36.56,,12.03,,4.07,,16.93714398165924,,12.635715855370844,,,0.02994760177347844
ITW,262.94,,27.0,,26.08,,4.88,,20.62390376932338,,12.612438868207922,,,0.029817725827399347
ROP,543.01,,42.13,,3.33,,9.41,,24.09407946657664,,14.91223928352526,,,0.029793094182453315
ADP,244.85,,28.5,,23.29,,5.41,,19.706706815018173,,5.484287653610244,,,0.029575887858838284
TSLA,164.9,,38.35,,8.38,,5.53,,42.59924706271244,,31.588401980718334,,,0.029515428366698022
TER,107.27,,39.29,,6.5,,6.13,,28.79824144536561,,10.144639991072056,,,0.029304939764431905
GNRC,134.41,,41.1,,3.46,,2.01,,19.303174182494555,,6.939216230626081,,,0.029159389135205344
APH,117.38,,37.74,,8.44,,5.61,,24.357815985136305,,17.89575736269925,,,0.029132518249809666
SBAC,213.4,,46.29,,-4.46,,8.51,,19.216977194753103,,16.76389800529976,,,0.029098929643065072
BR,202.75,,35.32,,11.55,,3.78,,18.66471538282427,,14.409547109019774,,,0.028899637243047165
O,53.01,,42.07,,1.39,,11.19,,18.912649240450545,,16.476400022995872,,,0.028883962559899685
ZTS,165.86,,32.71,,15.18,,8.88,,24.69543335084485,,13.435339387765335,,,0.02877200053741771
CDW,255.19,,31.5,,16.77,,1.6,,20.14068262861242,,8.448662242713437,,,0.028671234717183934
WAT,335.94,,30.99,,17.29,,6.73,,25.69653669225178,,12.405266871944187,,,0.0285615119351516
INVH,34.77,,41.1,,2.1,,8.76,,21.49218891920057,,11.981170883426977,,,0.028550315732903404
CEG,193.08,,38.54,,5.57,,2.44,,26.13813751949025,,2.7986415804639218,,,0.02838461193963008
VMC,270.15,,38.7,,4.77,,4.59,,19.375789820668235,,19.85111071028997,,,0.028133817009270458
MET,73.6,,40.66,,1.77,,0.7954,,12.934928302625185,,0.7953709743217996,,,0.02810694612387478
FCX,49.47,,38.65,,4.25,,3.1,,9.102577482546945,,8.19508167804508,,,0.027867347395763357
TT,304.67,,34.74,,9.89,,3.91,,22.4751224471793,,12.440516712080855,,,0.027766581575529584
HWM,67.06,,36.64,,6.91,,4.14,,20.434554630173565,,16.39580226888056,,,0.027708361323838956
MNST,55.9,,36.3,,7.07,,8.15,,27.156980623591608,,14.474249826445902,,,0.027551614492364193
JNPR,37.07,,38.95,,2.68,,2.16,,16.508389707912904,,3.883356484587276,,,0.027365757535044114
FICO,1231.65,,68.85,,-42.17,,19.74,,49.485105739369416,,26.28994460906505,,,0.027365757535044107
META,527.34,,35.46,,7.9,,8.97,,20.066740188696507,,10.670223808698127,,,0.0273590398136952
AVY,218.11,,35.18,,8.25,,2.1,,16.31405765488829,,9.04131880219539,,,0.02732769044740024
TMO,579.46,,37.51,,4.73,,5.16,,23.23443101875293,,14.490947766959064,,,0.02731649424515204
LIN,464.7,,36.91,,5.63,,6.81,,19.746077642124423,,15.537728585991408,,,0.02731649424515204
DHR,244.28,,38.29,,3.38,,7.57,,26.25381929913138,,13.783535741484965,,,0.027235881588965023
FDS,433.17,,34.3,,9.16,,7.67,,21.272705339177403,,15.372679578041552,,,0.0271440727305298
EPAM,264.36,,37.44,,4.4,,3.26,,21.352604398338507,,9.216310841644432,,,0.027121680326033407
PLD,124.74,,38.86,,2.17,,14.38,,23.8272974504939,,17.929980682794437,,,0.02707689551704062
LUV,28.34,,39.0,,1.61,,0.6481,,7.699010642611684,,0.5152149239967805,,,0.026920148685565855
HOLX,77.98,,37.31,,3.93,,4.61,,16.71688779816514,,7.908465073032301,,,0.02682386134623136
LVS,53.18,,33.24,,9.7,,3.85,,13.554165140876318,,9.466651074569048,,,0.02667383223610551
STE,213.48,,37.45,,3.29,,3.9,,17.420539015461976,,10.26819058509657,,,0.026631286667562364
CARR,56.44,,35.72,,5.85,,2.3,,17.09491267380509,,8.629141255679148,,,0.026615611984414887
V,277.14,,31.93,,11.5,,13.14,,19.017757294594823,,13.35593869311265,,,0.02659993730126741
PAYC,198.29,,33.72,,8.76,,6.74,,19.668210665699576,,7.563291513801255,,,0.026575305656321376
ESS,237.68,,37.61,,2.81,,9.14,,18.4158555107662,,12.624054915103974,,,0.02652380312597967
TDG,1235.28,,52.43,,-19.55,,9.85,,26.51236260368098,,21.126937689562453,,,0.02646558287428904
DECK,879.89,,31.86,,10.73,,5.48,,22.15119541112871,,9.336631356982936,,,0.026208070222580503
A,144.12,,34.4,,6.83,,6.27,,27.345697287166452,,12.640859773861967,,,0.02616776389448699
HES,157.45,,35.07,,5.38,,4.6,,11.220937179243377,,5.276861618970602,,,0.025968471494469077
GWW,1014.83,,27.8,,16.01,,3.03,,18.03917809982487,,7.928240990609606,,,0.025845313269738907
NTAP,105.05,,23.87,,21.81,,3.51,,14.283503199189736,,4.883164413204063,,,0.025802767701195755
CAH,109.92,,43.45,,-7.75,,0.1237,,8.962037417611741,,3.718265731801827,,,0.025717676564109455
RSG,188.4,,34.44,,5.62,,3.96,,17.044590203250106,,11.947600266343423,,,0.02565273859106991
JKHY,170.03,,33.27,,7.18,,5.74,,18.544920260258287,,14.019014567885325,,,0.025565408213533973
IQV,241.45,,33.12,,7.17,,2.92,,17.614618644067797,,10.71200133613285,,,0.025460163912400913
CHD,102.0,,33.44,,6.45,,4.24,,20.862531359095485,,10.407489566930655,,,0.02535268037081822
TRGP,115.97,,31.34,,9.42,,1.61,,9.73693716309911,,7.173167010902877,,,0.025272067714631197
POOL,396.25,,29.68,,11.62,,2.75,,20.634183068914854,,9.780890452301264,,,0.02514219176855211
ABT,111.2,,34.01,,5.0,,4.81,,23.72720191106111,,9.05179781950845,,,0.025086210757311118
MKTX,225.39,,32.9,,6.6,,11.01,,20.98327632494413,,11.013314797179769,,,0.025057100631465806
AMGN,269.95,,21.61,,23.21,,5.13,,16.57255241686163,,10.048143640761944,,,0.02491155000223924
NOC,454.5,,33.59,,4.55,,1.71,,20.137788034580645,,11.911758301633338,,,0.024602534820188995
ADI,194.76,,34.78,,2.72,,8.35,,23.499993403821858,,14.151449544460649,,,0.024582381656142238
FTV,84.27,,34.68,,2.87,,4.88,,19.722207021691293,,8.727684334882168,,,0.024582381656142238
PGR,211.0,,32.07,,6.25,,1.99,,23.70930261319162,,1.989493603911941,,,0.024342782928030812
MLM,619.41,,32.89,,4.77,,5.65,,19.49978931177524,,20.452315359438348,,,0.024230820905548837
LULU,356.87,,29.25,,10.19,,4.49,,18.48795067822024,,7.29111271997654,,,0.02421290698195172
STZ,265.63,,32.59,,5.13,,4.6,,20.888645465495696,,10.599219688061437,,,0.02419051457745533
EA,130.29,,32.9,,4.62,,4.55,,20.137861931695625,,5.739428204234972,,,0.024170361413408573
VLTO,87.09,,25.61,,15.55,,4.28,,19.045258145884272,,8.055336692519822,,,0.024168122172958932
CPRT,56.55,,30.4,,8.01,,13.39,,29.5290576286176,,14.991642686062916,,,0.024009136101034525
